praca,preco_vista,preco_30d,variacao,data
MA Oeste,338.5,342.0,-2.04,2026-06-04
SC,346.5,350.0,0.29,2026-06-04
PR Noroeste,340.5,344.0,-1.46,2026-06-04
MT Sudeste,342.5,346.0,-0.87,2026-06-04
PA Redenção,341.5,345.0,-1.16,2026-06-04
Roraima,333.5,337.0,-3.49,2026-06-04
MS Dourados,341.5,345.0,-1.16,2026-06-05
BA Sul,310.5,314.0,-10.04,2026-06-05
RS Pelotas (kg),12.35,12.5,7.42,2026-06-05
RS Oeste (kg),12.3,12.45,6.99,2026-06-05
MS Três Lagoas,341.5,345.0,-1.16,2026-06-05
MS C. Grande,341.5,345.0,-1.16,2026-06-05
SP Barretos,345.5,349.0,0.0,2026-06-05
MG Sul,316.5,320.0,-8.3,2026-06-05
MG Norte,313.5,317.0,-9.17,2026-06-05
MG B.Horizonte,319.5,323.0,-7.57,2026-06-05
MG Triângulo,320.5,324.0,-7.28,2026-06-05
SP Araçatuba,345.5,349.0,0.0,2026-06-05
BA Oeste,321.5,325.0,-6.99,2026-06-05
GO Goiânia,321.5,325.0,-6.99,2026-06-05
MT Norte,340.5,344.0,-1.46,2026-06-05
GO Reg. Sul,321.5,325.0,-6.99,2026-06-05
MT Cuiabá*,343.5,347.0,-0.58,2026-06-05
MT Sudoeste,340.5,344.0,-1.46,2026-06-05
RJ,333.5,337.0,-3.49,2026-06-05
ES,313.5,317.0,-9.17,2026-06-05
Acre,299.0,302.0,-13.54,2026-06-05
TO Norte,327.5,331.0,-5.24,2026-06-05
TO Sul,328.5,332.0,-4.95,2026-06-05
RO Sudeste,334.5,338.0,-3.2,2026-06-05
Roraima,333.5,337.0,-3.49,2026-06-05
PA Redenção,341.5,345.0,-1.16,2026-06-05
PA Marabá,344.5,348.0,-0.29,2026-06-05
Alagoas,341.5,345.0,-1.16,2026-06-05
MA Oeste,338.5,342.0,-2.04,2026-06-05
SC,346.5,350.0,0.29,2026-06-05
PR Noroeste,340.5,344.0,-1.46,2026-06-05
PA Paragominas,348.0,352.0,0.87,2026-06-05
MT Sudeste,342.5,346.0,-0.87,2026-06-05
BA Sul,311.5,315.0,-9.75,2026-06-06
RS Pelotas (kg),12.35,12.5,7.42,2026-06-06
RS Oeste (kg),12.3,12.45,6.99,2026-06-06
MS Três Lagoas,341.5,345.0,-1.16,2026-06-06
MS C. Grande,341.5,345.0,-1.16,2026-06-06
MS Dourados,341.5,345.0,-1.16,2026-06-06
MG Norte,316.5,320.0,-8.3,2026-06-06
MG Sul,316.5,320.0,-8.3,2026-06-06
MG B.Horizonte,323.5,327.0,-6.4,2026-06-06
MG Triângulo,321.5,325.0,-6.99,2026-06-06
SP Araçatuba,345.5,349.0,0.0,2026-06-06
SP Barretos,345.5,349.0,0.0,2026-06-06
BA Oeste,321.5,325.0,-6.99,2026-06-06
GO Goiânia,321.5,325.0,-6.99,2026-06-06
MT Norte,341.5,345.0,-1.16,2026-06-06
GO Reg. Sul,321.5,325.0,-6.99,2026-06-06
MT Cuiabá*,343.5,347.0,-0.58,2026-06-06
MT Sudoeste,342.5,346.0,-0.87,2026-06-06
RJ,336.5,340.0,-2.62,2026-06-06
ES,316.5,320.0,-8.3,2026-06-06
Acre,299.0,302.0,-13.54,2026-06-06
TO Norte,327.5,331.0,-5.24,2026-06-06
TO Sul,331.5,335.0,-4.08,2026-06-06
RO Sudeste,338.5,342.0,-2.04,2026-06-06
Roraima,333.5,337.0,-3.49,2026-06-06
PA Redenção,341.5,345.0,-1.16,2026-06-06
PA Marabá,344.5,348.0,-0.29,2026-06-06
Alagoas,341.5,345.0,-1.16,2026-06-06
MA Oeste,341.5,345.0,-1.16,2026-06-06
SC,346.5,350.0,0.29,2026-06-06
PR Noroeste,340.5,344.0,-1.46,2026-06-06
PA Paragominas,348.0,352.0,0.87,2026-06-06
MT Sudeste,342.5,346.0,-0.87,2026-06-06
BA Sul,311.5,315.0,-9.75,2026-06-07
RS Pelotas (kg),12.35,12.5,7.42,2026-06-07
RS Oeste (kg),12.3,12.45,6.99,2026-06-07
MS Três Lagoas,341.5,345.0,-1.16,2026-06-07
MS C. Grande,341.5,345.0,-1.16,2026-06-07
MS Dourados,341.5,345.0,-1.16,2026-06-07
MG Sul,316.5,320.0,-8.3,2026-06-07
GO Goiânia,321.5,325.0,-6.99,2026-06-07
MG Norte,316.5,320.0,-8.3,2026-06-07
MG B.Horizonte,323.5,327.0,-6.4,2026-06-07
MG Triângulo,321.5,325.0,-6.99,2026-06-07
SP Araçatuba,345.5,349.0,0.0,2026-06-07
BA Oeste,321.5,325.0,-6.99,2026-06-07
GO Reg. Sul,321.5,325.0,-6.99,2026-06-07
MT Norte,341.5,345.0,-1.16,2026-06-07
PA Redenção,341.5,345.0,-1.16,2026-06-07
MT Cuiabá*,343.5,347.0,-0.58,2026-06-07
Roraima,333.5,337.0,-3.49,2026-06-07
RJ,336.5,340.0,-2.62,2026-06-07
ES,316.5,320.0,-8.3,2026-06-07
Acre,299.0,302.0,-13.54,2026-06-07
TO Norte,327.5,331.0,-5.24,2026-06-07
TO Sul,331.5,335.0,-4.08,2026-06-07
MT Sudoeste,342.5,346.0,-0.87,2026-06-07
RO Sudeste,338.5,342.0,-2.04,2026-06-07
PA Marabá,344.5,348.0,-0.29,2026-06-07
Alagoas,341.5,345.0,-1.16,2026-06-07
MA Oeste,341.5,345.0,-1.16,2026-06-07
SC,346.5,350.0,0.29,2026-06-07
PR Noroeste,340.5,344.0,-1.46,2026-06-07
MT Sudeste,342.5,346.0,-0.87,2026-06-07
PA Paragominas,348.0,352.0,0.87,2026-06-07
SP Barretos,345.5,349.0,0.0,2026-06-07
SP Barretos,345.5,349.00,0.00,2026-06-08
SP Araçatuba,345.5,349.00,0.00,2026-06-08
MG Triângulo,321.5,325.00,-6.99,2026-06-08
MG B.Horizonte,323.5,327.00,-6.40,2026-06-08
MG Norte,316.5,320.00,-8.30,2026-06-08
MG Sul,316.5,320.00,-8.30,2026-06-08
GO Goiânia,321.5,325.00,-6.99,2026-06-08
GO Reg. Sul,321.5,325.00,-6.99,2026-06-08
MS Dourados,341.5,345.00,-1.16,2026-06-08
MS C. Grande,341.5,345.00,-1.16,2026-06-08
MS Três Lagoas,341.5,345.00,-1.16,2026-06-08
RS Oeste (kg),12.3,12.45,6.99,2026-06-08
RS Pelotas (kg),12.35,12.50,7.42,2026-06-08
BA Sul,311.5,315.00,-9.75,2026-06-08
BA Oeste,321.5,325.00,-6.99,2026-06-08
MT Norte,341.5,345.00,-1.16,2026-06-08
MT Sudoeste,342.5,346.00,-0.87,2026-06-08
MT Cuiabá*,343.5,347.00,-0.58,2026-06-08
MT Sudeste,342.5,346.00,-0.87,2026-06-08
PR Noroeste,340.5,344.00,-1.46,2026-06-08
SC,346.5,350.00,0.29,2026-06-08
MA Oeste,341.5,345.00,-1.16,2026-06-08
Alagoas,341.5,345.00,-1.16,2026-06-08
PA Marabá,344.5,348.00,-0.29,2026-06-08
PA Redenção,341.5,345.00,-1.16,2026-06-08
PA Paragominas,348.0,352.00,0.87,2026-06-08
RO Sudeste,338.5,342.00,-2.04,2026-06-08
TO Sul,331.5,335.00,-4.08,2026-06-08
TO Norte,327.5,331.00,-5.24,2026-06-08
Acre,299.0,302.00,-13.54,2026-06-08
ES,316.5,320.00,-8.30,2026-06-08
RJ,336.5,340.00,-2.62,2026-06-08
Roraima,333.5,337.00,-3.49,2026-06-08
SP Barretos,345.5,349.00,0.00,2026-06-09
SP Araçatuba,345.5,349.00,0.00,2026-06-09
MG Triângulo,321.5,325.00,-6.99,2026-06-09
MG B.Horizonte,323.5,327.00,-6.40,2026-06-09
MG Norte,316.5,320.00,-8.30,2026-06-09
MG Sul,316.5,320.00,-8.30,2026-06-09
GO Goiânia,321.5,325.00,-6.99,2026-06-09
GO Reg. Sul,323.5,327.00,-6.40,2026-06-09
MS Dourados,341.5,345.00,-1.16,2026-06-09
MS C. Grande,341.5,345.00,-1.16,2026-06-09
MS Três Lagoas,341.5,345.00,-1.16,2026-06-09
RS Oeste (kg),12.3,12.45,6.99,2026-06-09
RS Pelotas (kg),12.35,12.50,7.42,2026-06-09
BA Sul,311.5,315.00,-9.75,2026-06-09
BA Oeste,321.5,325.00,-6.99,2026-06-09
MT Norte,341.5,345.00,-1.16,2026-06-09
MT Sudoeste,342.5,346.00,-0.87,2026-06-09
MT Cuiabá*,343.5,347.00,-0.58,2026-06-09
MT Sudeste,342.5,346.00,-0.87,2026-06-09
PR Noroeste,340.5,344.00,-1.46,2026-06-09
SC,346.5,350.00,0.29,2026-06-09
MA Oeste,341.5,345.00,-1.16,2026-06-09
Alagoas,341.5,345.00,-1.16,2026-06-09
PA Marabá,344.5,348.00,-0.29,2026-06-09
PA Redenção,341.5,345.00,-1.16,2026-06-09
PA Paragominas,348.0,352.00,0.87,2026-06-09
RO Sudeste,341.5,345.00,-1.16,2026-06-09
TO Sul,331.5,335.00,-4.08,2026-06-09
TO Norte,327.5,331.00,-5.24,2026-06-09
Acre,299.0,302.00,-13.54,2026-06-09
ES,316.5,320.00,-8.30,2026-06-09
RJ,336.5,340.00,-2.62,2026-06-09
Roraima,333.5,337.00,-3.49,2026-06-09
SP Barretos,345.5,349.00,0.00,2026-06-10
SP Araçatuba,345.5,349.00,0.00,2026-06-10
MG Triângulo,321.5,325.00,-6.99,2026-06-10
MG B.Horizonte,323.5,327.00,-6.40,2026-06-10
MG Norte,316.5,320.00,-8.30,2026-06-10
MG Sul,316.5,320.00,-8.30,2026-06-10
GO Goiânia,323.5,327.00,-6.40,2026-06-10
GO Reg. Sul,323.5,327.00,-6.40,2026-06-10
MS Dourados,343.5,347.00,-0.58,2026-06-10
MS C. Grande,343.5,347.00,-0.58,2026-06-10
MS Três Lagoas,341.5,345.00,-1.16,2026-06-10
RS Oeste (kg),12.3,12.45,6.99,2026-06-10
RS Pelotas (kg),12.35,12.50,7.42,2026-06-10
BA Sul,311.5,315.00,-9.75,2026-06-10
BA Oeste,321.5,325.00,-6.99,2026-06-10
MT Norte,341.5,345.00,-1.16,2026-06-10
MT Sudoeste,342.5,346.00,-0.87,2026-06-10
MT Cuiabá*,343.5,347.00,-0.58,2026-06-10
MT Sudeste,344.5,348.00,-0.29,2026-06-10
PR Noroeste,341.5,345.00,-1.16,2026-06-10
SC,346.5,350.00,0.29,2026-06-10
MA Oeste,341.5,345.00,-1.16,2026-06-10
Alagoas,341.5,345.00,-1.16,2026-06-10
PA Marabá,344.5,348.00,-0.29,2026-06-10
PA Redenção,341.5,345.00,-1.16,2026-06-10
PA Paragominas,348.0,352.00,0.87,2026-06-10
RO Sudeste,341.5,345.00,-1.16,2026-06-10
TO Sul,331.5,335.00,-4.08,2026-06-10
TO Norte,334.5,338.00,-3.20,2026-06-10
Acre,301.5,305.00,-12.66,2026-06-10
ES,316.5,320.00,-8.30,2026-06-10
RJ,336.5,340.00,-2.62,2026-06-10
Roraima,333.5,337.00,-3.49,2026-06-10
SP Barretos,345.5,349.00,0.00,2026-06-11
SP Araçatuba,345.5,349.00,0.00,2026-06-11
MG Triângulo,324.5,328.00,-6.11,2026-06-11
MG B.Horizonte,326.5,330.00,-5.53,2026-06-11
MG Norte,321.5,325.00,-6.99,2026-06-11
MG Sul,321.5,325.00,-6.99,2026-06-11
GO Goiânia,326.5,330.00,-5.53,2026-06-11
GO Reg. Sul,326.5,330.00,-5.53,2026-06-11
MS Dourados,343.5,347.00,-0.58,2026-06-11
MS C. Grande,344.5,348.00,-0.29,2026-06-11
MS Três Lagoas,341.5,345.00,-1.16,2026-06-11
RS Oeste (kg),12.3,12.45,6.99,2026-06-11
RS Pelotas (kg),12.35,12.50,7.42,2026-06-11
BA Sul,311.5,315.00,-9.75,2026-06-11
BA Oeste,321.5,325.00,-6.99,2026-06-11
MT Norte,341.5,345.00,-1.16,2026-06-11
MT Sudoeste,342.5,346.00,-0.87,2026-06-11
MT Cuiabá*,344.5,348.00,-0.29,2026-06-11
MT Sudeste,346.5,350.00,0.29,2026-06-11
PR Noroeste,341.5,345.00,-1.16,2026-06-11
SC,346.5,350.00,0.29,2026-06-11
MA Oeste,341.5,345.00,-1.16,2026-06-11
Alagoas,341.5,345.00,-1.16,2026-06-11
PA Marabá,344.5,348.00,-0.29,2026-06-11
PA Redenção,341.5,345.00,-1.16,2026-06-11
PA Paragominas,348.0,352.00,0.87,2026-06-11
RO Sudeste,341.5,345.00,-1.16,2026-06-11
TO Sul,331.5,335.00,-4.08,2026-06-11
TO Norte,334.5,338.00,-3.20,2026-06-11
Acre,301.5,305.00,-12.66,2026-06-11
ES,318.5,322.00,-7.71,2026-06-11
RJ,336.5,340.00,-2.62,2026-06-11
Roraima,333.5,337.00,-3.49,2026-06-11
SP Barretos,346.5,350.00,0.00,2026-06-12
SP Araçatuba,346.5,350.00,0.00,2026-06-12
MG Triângulo,324.5,328.00,-6.39,2026-06-12
MG B.Horizonte,326.5,330.00,-5.81,2026-06-12
MG Norte,321.5,325.00,-7.26,2026-06-12
MG Sul,323.5,327.00,-6.68,2026-06-12
GO Goiânia,326.5,330.00,-5.81,2026-06-12
GO Reg. Sul,326.5,330.00,-5.81,2026-06-12
MS Dourados,343.5,347.00,-0.87,2026-06-12
MS C. Grande,344.5,348.00,-0.58,2026-06-12
MS Três Lagoas,341.5,345.00,-1.45,2026-06-12
RS Oeste (kg),12.45,12.60,7.98,2026-06-12
RS Pelotas (kg),12.55,12.70,8.85,2026-06-12
BA Sul,311.5,315.00,-10.01,2026-06-12
BA Oeste,321.5,325.00,-7.26,2026-06-12
MT Norte,341.5,345.00,-1.45,2026-06-12
MT Sudoeste,344.5,348.00,-0.58,2026-06-12
MT Cuiabá*,344.5,348.00,-0.58,2026-06-12
MT Sudeste,346.5,350.00,0.00,2026-06-12
PR Noroeste,341.5,345.00,-1.45,2026-06-12
SC,346.5,350.00,0.00,2026-06-12
MA Oeste,341.5,345.00,-1.45,2026-06-12
Alagoas,336.5,340.00,-2.90,2026-06-12
PA Marabá,344.5,348.00,-0.58,2026-06-12
PA Redenção,341.5,345.00,-1.45,2026-06-12
PA Paragominas,348.0,352.00,0.58,2026-06-12
RO Sudeste,343.5,347.00,-0.87,2026-06-12
TO Sul,331.5,335.00,-4.35,2026-06-12
TO Norte,334.5,338.00,-3.48,2026-06-12
Acre,301.5,305.00,-12.92,2026-06-12
ES,319.5,323.00,-7.84,2026-06-12
RJ,336.5,340.00,-2.90,2026-06-12
Roraima,333.5,337.00,-3.77,2026-06-12
SP Barretos,346.5,350.00,0.00,2026-06-13
SP Araçatuba,346.5,350.00,0.00,2026-06-13
MG Triângulo,324.5,328.00,-6.39,2026-06-13
MG B.Horizonte,326.5,330.00,-5.81,2026-06-13
MG Norte,321.5,325.00,-7.26,2026-06-13
MG Sul,321.5,325.00,-7.26,2026-06-13
GO Goiânia,326.5,330.00,-5.81,2026-06-13
GO Reg. Sul,326.5,330.00,-5.81,2026-06-13
MS Dourados,343.5,347.00,-0.87,2026-06-13
MS C. Grande,344.5,348.00,-0.58,2026-06-13
MS Três Lagoas,343.5,347.00,-0.87,2026-06-13
RS Oeste (kg),12.45,12.60,7.98,2026-06-13
RS Pelotas (kg),12.55,12.70,8.85,2026-06-13
BA Sul,313.5,317.00,-9.43,2026-06-13
BA Oeste,321.5,325.00,-7.26,2026-06-13
MT Norte,341.5,345.00,-1.45,2026-06-13
MT Sudoeste,344.5,348.00,-0.58,2026-06-13
MT Cuiabá*,344.5,348.00,-0.58,2026-06-13
MT Sudeste,346.5,350.00,0.00,2026-06-13
PR Noroeste,341.5,345.00,-1.45,2026-06-13
SC,346.5,350.00,0.00,2026-06-13
MA Oeste,341.5,345.00,-1.45,2026-06-13
Alagoas,336.5,340.00,-2.90,2026-06-13
PA Marabá,344.5,348.00,-0.58,2026-06-13
PA Redenção,341.5,345.00,-1.45,2026-06-13
PA Paragominas,348.0,352.00,0.58,2026-06-13
RO Sudeste,341.5,345.00,-1.45,2026-06-13
TO Sul,331.5,335.00,-4.35,2026-06-13
TO Norte,334.5,338.00,-3.48,2026-06-13
Acre,301.5,305.00,-12.92,2026-06-13
ES,319.5,323.00,-7.84,2026-06-13
RJ,336.5,340.00,-2.90,2026-06-13
Roraima,333.5,337.00,-3.77,2026-06-13
SP Barretos,346.5,350.00,0.00,2026-06-14
SP Araçatuba,346.5,350.00,0.00,2026-06-14
MG Triângulo,324.5,328.00,-6.39,2026-06-14
MG B.Horizonte,326.5,330.00,-5.81,2026-06-14
MG Norte,321.5,325.00,-7.26,2026-06-14
MG Sul,321.5,325.00,-7.26,2026-06-14
GO Goiânia,326.5,330.00,-5.81,2026-06-14
GO Reg. Sul,326.5,330.00,-5.81,2026-06-14
MS Dourados,343.5,347.00,-0.87,2026-06-14
MS C. Grande,344.5,348.00,-0.58,2026-06-14
MS Três Lagoas,343.5,347.00,-0.87,2026-06-14
RS Oeste (kg),12.45,12.60,7.98,2026-06-14
RS Pelotas (kg),12.55,12.70,8.85,2026-06-14
BA Sul,313.5,317.00,-9.43,2026-06-14
BA Oeste,321.5,325.00,-7.26,2026-06-14
MT Norte,341.5,345.00,-1.45,2026-06-14
MT Sudoeste,344.5,348.00,-0.58,2026-06-14
MT Cuiabá*,344.5,348.00,-0.58,2026-06-14
MT Sudeste,346.5,350.00,0.00,2026-06-14
PR Noroeste,341.5,345.00,-1.45,2026-06-14
SC,346.5,350.00,0.00,2026-06-14
MA Oeste,341.5,345.00,-1.45,2026-06-14
Alagoas,336.5,340.00,-2.90,2026-06-14
PA Marabá,344.5,348.00,-0.58,2026-06-14
PA Redenção,341.5,345.00,-1.45,2026-06-14
PA Paragominas,348.0,352.00,0.58,2026-06-14
RO Sudeste,341.5,345.00,-1.45,2026-06-14
TO Sul,331.5,335.00,-4.35,2026-06-14
TO Norte,334.5,338.00,-3.48,2026-06-14
Acre,301.5,305.00,-12.92,2026-06-14
ES,319.5,323.00,-7.84,2026-06-14
RJ,336.5,340.00,-2.90,2026-06-14
Roraima,333.5,337.00,-3.77,2026-06-14
SP Barretos,346.5,350.00,0.00,2026-06-15
SP Araçatuba,346.5,350.00,0.00,2026-06-15
MG Triângulo,324.5,328.00,-6.39,2026-06-15
MG B.Horizonte,326.5,330.00,-5.81,2026-06-15
MG Norte,321.5,325.00,-7.26,2026-06-15
MG Sul,321.5,325.00,-7.26,2026-06-15
GO Goiânia,326.5,330.00,-5.81,2026-06-15
GO Reg. Sul,326.5,330.00,-5.81,2026-06-15
MS Dourados,343.5,347.00,-0.87,2026-06-15
MS C. Grande,344.5,348.00,-0.58,2026-06-15
MS Três Lagoas,343.5,347.00,-0.87,2026-06-15
RS Oeste (kg),12.45,12.60,7.98,2026-06-15
RS Pelotas (kg),12.55,12.70,8.85,2026-06-15
BA Sul,313.5,317.00,-9.43,2026-06-15
BA Oeste,321.5,325.00,-7.26,2026-06-15
MT Norte,341.5,345.00,-1.45,2026-06-15
MT Sudoeste,344.5,348.00,-0.58,2026-06-15
MT Cuiabá*,344.5,348.00,-0.58,2026-06-15
MT Sudeste,346.5,350.00,0.00,2026-06-15
PR Noroeste,341.5,345.00,-1.45,2026-06-15
SC,346.5,350.00,0.00,2026-06-15
MA Oeste,341.5,345.00,-1.45,2026-06-15
Alagoas,336.5,340.00,-2.90,2026-06-15
PA Marabá,344.5,348.00,-0.58,2026-06-15
PA Redenção,341.5,345.00,-1.45,2026-06-15
PA Paragominas,348.0,352.00,0.58,2026-06-15
RO Sudeste,341.5,345.00,-1.45,2026-06-15
TO Sul,331.5,335.00,-4.35,2026-06-15
TO Norte,334.5,338.00,-3.48,2026-06-15
Acre,301.5,305.00,-12.92,2026-06-15
ES,319.5,323.00,-7.84,2026-06-15
RJ,336.5,340.00,-2.90,2026-06-15
Roraima,333.5,337.00,-3.77,2026-06-15
SP Barretos,346.5,350.00,0.00,2026-06-16
SP Araçatuba,346.5,350.00,0.00,2026-06-16
MG Triângulo,324.5,328.00,-6.39,2026-06-16
MG B.Horizonte,326.5,330.00,-5.81,2026-06-16
MG Norte,316.5,320.00,-8.56,2026-06-16
MG Sul,321.5,325.00,-7.26,2026-06-16
GO Goiânia,326.5,330.00,-5.81,2026-06-16
GO Reg. Sul,326.5,330.00,-5.81,2026-06-16
MS Dourados,343.5,347.00,-0.87,2026-06-16
MS C. Grande,344.5,348.00,-0.58,2026-06-16
MS Três Lagoas,343.5,347.00,-0.87,2026-06-16
RS Oeste (kg),12.35,12.50,7.11,2026-06-16
RS Pelotas (kg),12.55,12.70,8.85,2026-06-16
BA Sul,313.5,317.00,-9.43,2026-06-16
BA Oeste,321.5,325.00,-7.26,2026-06-16
MT Norte,341.5,345.00,-1.45,2026-06-16
MT Sudoeste,343.5,347.00,-0.87,2026-06-16
MT Cuiabá*,344.5,348.00,-0.58,2026-06-16
MT Sudeste,346.5,350.00,0.00,2026-06-16
PR Noroeste,341.5,345.00,-1.45,2026-06-16
SC,351.0,355.00,1.31,2026-06-16
MA Oeste,341.5,345.00,-1.45,2026-06-16
Alagoas,336.5,340.00,-2.90,2026-06-16
PA Marabá,341.5,345.00,-1.45,2026-06-16
PA Redenção,338.5,342.00,-2.32,2026-06-16
PA Paragominas,351.0,355.00,1.31,2026-06-16
RO Sudeste,338.5,342.00,-2.32,2026-06-16
TO Sul,331.5,335.00,-4.35,2026-06-16
TO Norte,334.5,338.00,-3.48,2026-06-16
Acre,301.5,305.00,-12.92,2026-06-16
ES,319.5,323.00,-7.84,2026-06-16
RJ,336.5,340.00,-2.90,2026-06-16
Roraima,336.5,340.00,-2.90,2026-06-16
SP Barretos,346.5,350.00,0.00,2026-06-17
SP Araçatuba,346.5,350.00,0.00,2026-06-17
MG Triângulo,321.5,325.00,-7.26,2026-06-17
MG B.Horizonte,326.5,330.00,-5.81,2026-06-17
MG Norte,316.5,320.00,-8.56,2026-06-17
MG Sul,316.5,320.00,-8.56,2026-06-17
GO Goiânia,326.5,330.00,-5.81,2026-06-17
GO Reg. Sul,326.5,330.00,-5.81,2026-06-17
MS Dourados,341.5,345.00,-1.45,2026-06-17
MS C. Grande,342.5,346.00,-1.16,2026-06-17
MS Três Lagoas,341.5,345.00,-1.45,2026-06-17
RS Oeste (kg),12.35,12.50,7.11,2026-06-17
RS Pelotas (kg),12.55,12.70,8.85,2026-06-17
BA Sul,313.5,317.00,-9.43,2026-06-17
BA Oeste,321.5,325.00,-7.26,2026-06-17
MT Norte,341.5,345.00,-1.45,2026-06-17
MT Sudoeste,341.5,345.00,-1.45,2026-06-17
MT Cuiabá*,343.5,347.00,-0.87,2026-06-17
MT Sudeste,343.5,347.00,-0.87,2026-06-17
PR Noroeste,339.5,343.00,-2.03,2026-06-17
SC,351.0,355.00,1.31,2026-06-17
MA Oeste,341.5,345.00,-1.45,2026-06-17
Alagoas,338.5,342.00,-2.32,2026-06-17
PA Marabá,339.5,343.00,-2.03,2026-06-17
PA Redenção,336.5,340.00,-2.90,2026-06-17
PA Paragominas,351.0,355.00,1.31,2026-06-17
RO Sudeste,336.5,340.00,-2.90,2026-06-17
TO Sul,329.5,333.00,-4.93,2026-06-17
TO Norte,331.5,335.00,-4.35,2026-06-17
Acre,301.5,305.00,-12.92,2026-06-17
ES,319.5,323.00,-7.84,2026-06-17
RJ,336.5,340.00,-2.90,2026-06-17
Roraima,336.5,340.00,-2.90,2026-06-17
SP Barretos,344.5,348.00,0.00,2026-06-18
SP Araçatuba,344.5,348.00,0.00,2026-06-18
MG Triângulo,319.5,323.00,-7.30,2026-06-18
MG B.Horizonte,326.5,330.00,-5.26,2026-06-18
MG Norte,316.5,320.00,-8.03,2026-06-18
MG Sul,316.5,320.00,-8.03,2026-06-18
GO Goiânia,326.5,330.00,-5.26,2026-06-18
GO Reg. Sul,326.5,330.00,-5.26,2026-06-18
MS Dourados,341.5,345.00,-0.88,2026-06-18
MS C. Grande,339.5,343.00,-1.46,2026-06-18
MS Três Lagoas,338.5,342.00,-1.75,2026-06-18
RS Oeste (kg),12.35,12.50,7.74,2026-06-18
RS Pelotas (kg),12.55,12.70,9.49,2026-06-18
BA Sul,313.5,317.00,-8.91,2026-06-18
BA Oeste,321.5,325.00,-6.72,2026-06-18
MT Norte,339.5,343.00,-1.46,2026-06-18
MT Sudoeste,338.5,342.00,-1.75,2026-06-18
MT Cuiabá*,341.5,345.00,-0.88,2026-06-18
MT Sudeste,340.5,344.00,-1.17,2026-06-18
PR Noroeste,336.5,340.00,-2.34,2026-06-18
SC,351.0,355.00,1.90,2026-06-18
MA Oeste,336.5,340.00,-2.34,2026-06-18
Alagoas,336.5,340.00,-2.34,2026-06-18
PA Marabá,339.5,343.00,-1.46,2026-06-18
PA Redenção,336.5,340.00,-2.34,2026-06-18
PA Paragominas,349.0,353.00,1.31,2026-06-18
RO Sudeste,336.5,340.00,-2.34,2026-06-18
TO Sul,329.5,333.00,-4.38,2026-06-18
TO Norte,331.5,335.00,-3.80,2026-06-18
Acre,301.5,305.00,-12.41,2026-06-18
ES,319.5,323.00,-7.30,2026-06-18
RJ,336.5,340.00,-2.34,2026-06-18
Roraima,336.5,340.00,-2.34,2026-06-18
SP Barretos,344.5,348.00,0.00,2026-06-19
SP Araçatuba,344.5,348.00,0.00,2026-06-19
MG Triângulo,319.5,323.00,-7.30,2026-06-19
MG B.Horizonte,326.5,330.00,-5.26,2026-06-19
MG Norte,316.5,320.00,-8.03,2026-06-19
MG Sul,316.5,320.00,-8.03,2026-06-19
GO Goiânia,326.5,330.00,-5.26,2026-06-19
GO Reg. Sul,326.5,330.00,-5.26,2026-06-19
MS Dourados,341.5,345.00,-0.88,2026-06-19
MS C. Grande,339.5,343.00,-1.46,2026-06-19
MS Três Lagoas,336.5,340.00,-2.34,2026-06-19
RS Oeste (kg),12.35,12.50,7.74,2026-06-19
RS Pelotas (kg),12.55,12.70,9.49,2026-06-19
BA Sul,313.5,317.00,-8.91,2026-06-19
BA Oeste,323.5,327.00,-6.13,2026-06-19
MT Norte,336.5,340.00,-2.34,2026-06-19
MT Sudoeste,337.5,341.00,-2.04,2026-06-19
MT Cuiabá*,341.5,345.00,-0.88,2026-06-19
MT Sudeste,340.5,344.00,-1.17,2026-06-19
PR Noroeste,336.5,340.00,-2.34,2026-06-19
SC,348.0,352.00,1.17,2026-06-19
MA Oeste,336.5,340.00,-2.34,2026-06-19
Alagoas,336.5,340.00,-2.34,2026-06-19
PA Marabá,339.5,343.00,-1.46,2026-06-19
PA Redenção,336.5,340.00,-2.34,2026-06-19
PA Paragominas,349.0,353.00,1.31,2026-06-19
RO Sudeste,336.5,340.00,-2.34,2026-06-19
TO Sul,331.5,335.00,-3.80,2026-06-19
TO Norte,331.5,335.00,-3.80,2026-06-19
Acre,301.5,305.00,-12.41,2026-06-19
ES,316.5,320.00,-8.03,2026-06-19
RJ,336.5,340.00,-2.34,2026-06-19
Roraima,336.5,340.00,-2.34,2026-06-19
SP Barretos,344.5,348.00,0.00,2026-06-20
SP Araçatuba,344.5,348.00,0.00,2026-06-20
MG Triângulo,319.5,323.00,-7.30,2026-06-20
MG B.Horizonte,324.5,328.00,-5.84,2026-06-20
MG Norte,316.5,320.00,-8.03,2026-06-20
MG Sul,316.5,320.00,-8.03,2026-06-20
GO Goiânia,324.5,328.00,-5.84,2026-06-20
GO Reg. Sul,324.5,328.00,-5.84,2026-06-20
MS Dourados,339.5,343.00,-1.46,2026-06-20
MS C. Grande,339.5,343.00,-1.46,2026-06-20
MS Três Lagoas,336.5,340.00,-2.34,2026-06-20
RS Oeste (kg),12.35,12.50,7.74,2026-06-20
RS Pelotas (kg),12.55,12.70,9.49,2026-06-20
BA Sul,313.5,317.00,-8.91,2026-06-20
BA Oeste,323.5,327.00,-6.13,2026-06-20
MT Norte,336.5,340.00,-2.34,2026-06-20
